,position,reverse,coefficient,imodulon
b3513,3659231,False,0.198928898792,GadWX
b3507,3654682,False,0.186096804178,GadWX
b3514,3660413,False,0.185084929934,GadWX
b0485,511640,False,0.181090299042,GadWX
b3515,3664818,True,0.1689123996709999,GadWX
b0486,512575,False,0.162430317926,GadWX
b2905,3050867,True,0.303439315703,GcvA
b2904,3049749,True,0.291025409867,GcvA
b2903,3049241,True,0.267791224423,GcvA
b2902,3046101,True,0.145836190999,GcvA
b4468,3126722,True,0.333323064305,GlcC
b2979,3128221,True,0.32455743838,GlcC
b2977,3124431,True,0.278933323904,GlcC
b4467,3125659,True,0.254978027424,GlcC
b2976,3124005,True,0.252631997325,GlcC
b2975,3121479,True,0.173721378071,GlcC
b2241,2352646,False,0.375661749545,GlpR
b3426,3562012,False,0.350034471247,GlpR
b2242,2354264,False,0.328961341812,GlpR
b2243,2355520,False,0.315751759262,GlpR
b3927,4118290,True,0.3123074358,GlpR
b2240,2352574,True,0.306133879513,GlpR
b3926,4117422,True,0.290235206535,GlpR
b2239,2351211,True,0.211384220876,GlpR
b3925,4115779,True,0.0842779420501,GlpR
b4267,4494606,True,0.349028177884,GntR/TyrR
b4266,4493551,True,0.308697652244,GntR/TyrR
b4268,4494622,False,0.258420723561,GntR/TyrR
b4265,4492725,True,0.233266996461,GntR/TyrR
b3437,3577792,True,0.231593493492,GntR/TyrR
b4476,3577261,True,0.212501689637,GntR/TyrR
b3415,3546558,False,0.175592940504,GntR/TyrR
b1851,1934804,True,0.171397026748,GntR/TyrR
b3893,4082959,True,0.129462834753,GntR/TyrR
b3892,4082060,True,0.111146322854,GntR/TyrR
b3161,3306017,True,0.0960412431555,GntR/TyrR
b4264,4491339,True,0.0922001578188,GntR/TyrR
b1850,1932956,True,0.0813360100887,GntR/TyrR
b1907,1989680,False,-0.102208722767,GntR/TyrR
b0112,121751,True,-0.108163226906,GntR/TyrR
b2021,2092397,False,0.268062825063,His-tRNA
b2020,2091096,False,0.263900440168,His-tRNA
b2019,2090191,False,0.250474410607,His-tRNA
b2022,2093467,False,0.238115637555,His-tRNA
b2023,2094534,False,0.237685945485,His-tRNA
b2024,2095124,False,0.235584197595,His-tRNA
b2025,2095843,False,0.227212399069,His-tRNA
b2026,2096613,False,0.203182679121,His-tRNA
b4388,4624894,False,-0.175619947829,His-tRNA
b3769,3952200,False,0.210018404775,Leu/Ile
b4488_2,3951541,False,0.191812149879,Leu/Ile
b4488_1,3950559,False,0.175042808633,Leu/Ile
b3771,3953477,False,0.14618997286,Leu/Ile
b3772,3955330,False,0.14609431455,Leu/Ile
b0003,2800,False,0.1375497712749999,Leu/Ile
b3770,3952483,False,0.135232979628,Leu/Ile
b0004,3733,False,0.134220744954,Leu/Ile
b3774,3957969,False,0.1309875219679999,Leu/Ile
b0074,83729,True,0.124967993407,Leu/Ile
b0073,82158,True,0.12070393439,Leu/Ile
b0072,81064,True,0.120176569946,Leu/Ile
b0071,79653,True,0.117260503614,Leu/Ile
b0005,5233,False,0.0964734254086,Leu/Ile
b2670,2799163,False,0.204085116245,Lrp
b1190,1238878,False,0.149637469947,Lrp
b1634,1712768,False,0.142397003558,Lrp
b1189,1237570,False,0.142296990501,Lrp
b2209,2303904,False,0.134311791349,Lrp
b1244,1302898,False,0.126800639854,Lrp
b2845,2985846,False,0.125257020554,Lrp
b1245,1303833,False,0.117009491077,Lrp
b2796,2928228,False,0.116954827006,Lrp
b1246,1304753,False,0.116034199372,Lrp
b2797,2929575,False,0.109556549995,Lrp
b1243,1301181,False,0.107931059725,Lrp
b1247,1305763,False,0.107395197889,Lrp
b3617,3792751,True,0.094456569958,Lrp
b1798,1880959,True,0.0905213978371,Lrp
b3616,3791545,True,0.0901239501999,Lrp
b4045,4259236,False,0.0767631415508,Lrp
b1605,1679556,False,0.0745397152661,Lrp
b1534,1621331,False,0.0741645852211,Lrp
b3496,3640861,False,0.0727728574161,Lrp
b4129,4354917,True,0.0719789149717999,Lrp
b3673,3853921,False,0.069981903208,Lrp
b3089,3239943,False,0.0680431891670999,Lrp
b0381,401123,True,0.0623995114888,Lrp
b1814,1896931,False,0.0598666475881,Lrp
b0078,87356,False,-0.088866036921,Lrp
b0077,85629,False,-0.0907101490999,Lrp
b3774,3957969,False,-0.0980156188109,Lrp
b2669,2798695,True,-0.115502671725,Lrp
b3829,4013052,False,-0.134728603597,Lrp
b3523,3674785,False,-0.146816070208,Lrp
b3454,3593637,True,-0.177879889532,Lrp
b3455,3594406,True,-0.189470496857,Lrp
b3456,3595680,True,-0.189890451728,Lrp
b3457,3596603,True,-0.192426566967,Lrp
b3458,3597760,True,-0.199420318,Lrp
b3460,3599858,True,-0.205330001173,Lrp
b4036,4247970,False,0.349483158142,MalT
b4035,4246783,False,0.340565736977,MalT
b4034,4246619,True,0.306052378255,MalT
b4037,4249553,False,0.289040773847,MalT
b4032,4243716,True,0.2171944878,MalT
b4033,4245275,True,0.21289573224,MalT
b3417,3552673,True,0.145714612323,MalT
b3418,3553084,False,0.134500718249,MalT
b3416,3550270,True,0.117682902193,MalT
b3941,4132615,False,0.288795273339,MetJ
b4013,4214279,False,0.272038188803,MetJ
b3828,4013016,True,0.229073696938,MetJ
b0260,275324,False,0.216008639038,MetJ
b3829,4013052,False,0.210909692165,MetJ
b0600,633585,False,0.206409391609,MetJ
b0599,633677,True,0.176937672039,MetJ
b0199,222845,True,0.176366738246,MetJ
b3939,4128671,False,0.165734701841,MetJ
b2942,3086705,False,0.159665918776,MetJ
b0198,221821,True,0.140480571619,MetJ
b0261,276714,False,0.136111803757,MetJ
b3008,3152235,False,0.135950677399,MetJ
b3940,4129834,False,0.130638373486,MetJ
b0197,221128,True,0.122574995402,MetJ
b3937,4128094,True,0.0983246743963999,MetJ
b3938,4128595,True,0.0953583531582,MetJ
b1988,2062133,True,0.413554725057,Nac
b1932,2010599,False,0.2163019119,Nac
b1440,1511653,False,0.153277274424,Nac
b1441,1512816,False,0.148582528817,Nac
b1443,1514761,False,0.127620353295,Nac
b1444,1515577,False,0.1271261431739999,Nac
b1442,1513830,False,0.126765798425,Nac
b3225,3373776,True,0.122643718955,Nac
b1339,1404740,False,0.118707524651,Nac
b2883,3025765,False,0.11808324304,Nac
b4208,4429863,False,0.11223281812,Nac
b1384,1447483,True,0.101823082622,Nac
b2663,2794252,False,0.0993235044369,Nac
b3043,3185413,False,0.098107402803,Nac
b0336,354921,False,0.0932142074393,Nac
b3446,3584758,False,0.0887936085606999,Nac
b2662,2792734,False,0.0861004790239,Nac
b4464,3027120,False,0.0809859580308,Nac
b3543,3705990,True,0.0799871535629,Nac
b0644,676747,True,0.0795416858529,Nac
b0929,987182,True,0.073432333698,Nac
b3324,3455577,False,0.073158250859,Nac
b2664,2795673,False,0.0717660565492,Nac
b3544,3707905,True,0.0707819816172,Nac
b2661,2791272,False,0.0699277495956,Nac
b3540,3703068,True,0.0679827789033,Nac
b4646_2,3404731,False,0.0677758820243,Nac
b3326,3458338,False,0.0653618182344,Nac
b3712,3893880,False,0.064716131944,Nac
b3541,3704048,True,0.0645004733321,Nac
b1981,2053642,False,-0.0688092282029999,Nac
b3213,3359197,False,-0.0865411108537,Nac
b3212,3354724,False,-0.0870785833454,Nac
b3523,3674785,False,-0.0909116018673,Nac
b0338,358890,True,-0.108094418319,Nac
b2913,3058610,True,-0.109838044602,Nac
b3744,3927154,False,-0.165890895134,Nac
b0678,703811,True,0.313853360233,NagC/TyrR
b1498,1582724,True,0.308468421217,NagC/TyrR
b0679,703943,False,0.258925321604,NagC/TyrR
b0677,702951,True,0.235293521078,NagC/TyrR
b1497,1580990,True,0.224264729235,NagC/TyrR
b0681,708333,False,0.192714593666,NagC/TyrR
b1737,1821414,True,0.141344236918,NagC/TyrR
b1734,1818700,True,0.141069579324,NagC/TyrR
b3161,3306017,True,0.115909782966,NagC/TyrR
b1907,1989680,False,0.103837180448,NagC/TyrR
b2943,3088283,False,0.10340080156,NagC/TyrR
b1634,1712768,False,0.10077181264,NagC/TyrR
b1738,1821819,True,0.0891215718663,NagC/TyrR
b1735,1819647,True,0.0832341646614999,NagC/TyrR
b3730,3915400,True,-0.0891683930034999,NagC/TyrR
b0112,121751,True,-0.109639472196,NagC/TyrR
b3729,3913868,True,-0.121363101195,NagC/TyrR
b2205,2300460,True,0.216274272284,NarL
b2203,2298918,True,0.202265288212,NarL
b2206,2302953,True,0.193006834794,NarL
b2204,2299778,True,0.187707279684,NarL
b3367,3497002,False,0.1792303113789999,NarL
b1223,1277956,False,0.173892905036,NarL
b1227,1285848,False,0.162455700708,NarL
b3366,3496550,False,0.16136316747,NarL
b3365,3494010,False,0.1540319328969999,NarL
b1225,1283603,False,0.152570624969,NarL
b1226,1285138,False,0.150392429368,NarL
b1224,1279863,False,0.140729631032,NarL
b2208,2303697,True,0.126674996117,NarL
b2202,2298459,True,0.120980448641,NarL
b2207,2303213,True,0.107424590408,NarL
b2111,2192422,True,0.100977148732,NarL
b2197,2295580,True,0.100970247458,NarL
b4070,4287763,False,0.0995847656572,NarL
b2201,2297844,True,0.0906684214478,NarL
b4073,4290475,False,0.0886043763451999,NarL
b4071,4289244,False,0.0880569317143,NarL
b4072,4289807,False,0.0873780525413,NarL
b0895,943413,False,0.0849125537953,NarL
b0896,944032,False,0.0845094170305,NarL
b2199,2296520,True,0.0839202500401,NarL
b2195,2293164,True,0.0813077493068,NarL
b4506,312714,True,0.0765686919529999,NarL
b2196,2295104,True,0.0718036012253,NarL
b3476,3613666,False,-0.0995294890037,NarL
b3476,3613666,False,0.30250683522,NikR
b3477,3615240,False,0.289277699401,NikR
b3479,3617014,False,0.27212181607,NikR
b3478,3616181,False,0.246222578288,NikR
b3480,3617775,False,0.230074220148,NikR
b0208,231081,True,0.111987617964,NikR
b1012,1074211,True,0.296633468053,NtrC+RpoN
b1011,1073063,True,0.281614856368,NtrC+RpoN
b1009,1071965,True,0.247895206254,NtrC+RpoN
b0450,472597,False,0.236957795848,NtrC+RpoN
b1008,1071155,True,0.232500602116,NtrC+RpoN
b1010,1072359,True,0.226804761051,NtrC+RpoN
b0451,472965,False,0.211032307295,NtrC+RpoN
b1007,1070554,True,0.201302929567,NtrC+RpoN
b1488,1563276,True,0.179818619533,NtrC+RpoN
b1006,1070039,True,0.171797138525,NtrC+RpoN
b1487,1562681,True,0.156801058048,NtrC+RpoN
b3268_2,3419106,False,0.141538887876,NtrC+RpoN
b1486,1561129,True,0.139768652242,NtrC+RpoN
b1483,1558238,True,0.118015603462,NtrC+RpoN
b1748,1832182,True,0.113697620485,NtrC+RpoN
b1484,1559217,True,0.112420162994,NtrC+RpoN
b1747,1830965,True,0.107474368471,NtrC+RpoN
b1485,1560110,True,0.106861212766,NtrC+RpoN
b1987,2061114,True,0.103097722071,NtrC+RpoN
b1744,1827123,True,0.0933500119965,NtrC+RpoN
b1745,1828459,True,0.0885605020408999,NtrC+RpoN
b1746,1829934,True,0.0869323768064,NtrC+RpoN
b2310,2427991,True,0.0861951759437,NtrC+RpoN
b2876,3015257,True,0.084026176404,NtrC+RpoN
b2875,3014439,True,0.0826875329477,NtrC+RpoN
b3270,3421324,False,0.0816439992231,NtrC+RpoN
b4002,4201888,True,0.0795523652638,NtrC+RpoN
b3870,4058234,True,0.0713047484143,NtrC+RpoN
b1932,2010599,False,0.0703351863829,NtrC+RpoN
b3269,3420133,False,0.0695873321637,NtrC+RpoN
b1596,1669698,False,0.0645774526455,NtrC+RpoN
b2726,2850646,False,0.061889737622,NtrC+RpoN
b3271,3422435,False,0.0572427352415999,NtrC+RpoN
b3073,3219493,False,0.0570263185634,NtrC+RpoN
b2870,3006261,False,0.0567243856175,NtrC+RpoN
b3869,4056539,True,0.0559518101808,NtrC+RpoN
b3868,4055478,True,0.0558534825216,NtrC+RpoN
b1218,1272506,False,0.0456800723451,NtrC+RpoN
b2659,2788984,False,0.0456619583227,NtrC+RpoN
b1826,1908966,True,0.0452766780128,NtrC+RpoN
b4242,4467624,False,0.045066061869,NtrC+RpoN
b1597,1671375,False,0.0429424075074,NtrC+RpoN
b1784,1868954,False,0.0424509870787,NtrC+RpoN
b0674,699377,True,0.0412645989442,NtrC+RpoN
b4079,4299566,True,0.0392400679612,NtrC+RpoN
b1783,1866907,False,0.0383392150229,NtrC+RpoN
b2663,2794252,False,0.0376163945545,NtrC+RpoN
b0331,348681,False,0.0351647220823,NtrC+RpoN
b3744,3927154,False,0.0350562356385,NtrC+RpoN
b0854,893783,False,0.0341142769616,NtrC+RpoN
b2306,2424709,True,0.0338638386591,NtrC+RpoN
b0655,687947,True,0.03375643086,NtrC+RpoN
b2660,2789981,False,0.0320048054142,NtrC+RpoN
b1797,1880148,True,-0.0396657367635,NtrC+RpoN
b2106,2185916,False,-0.0399325051891,NtrC+RpoN
b1781,1865836,True,-0.0594354822571,NtrC+RpoN
b0849,890953,True,0.308603598149,OxyR
b0606,639752,False,0.218709178622,OxyR
b3961,4158489,False,0.208119078044,OxyR
b0605,638944,False,0.181863512088,OxyR
b2582,2718734,False,0.177550276526,OxyR
b3942,4133834,False,0.170751569375,OxyR
b3518,3669388,True,0.143363181979,OxyR
b0812,849111,True,0.125426718241,OxyR
b0331,348681,False,0.3568654492809999,PrpR
b0334,351214,False,0.332013315465,PrpR
b0333,350011,False,0.331856039354,PrpR
b0335,352705,False,0.251687888687,PrpR
b2943,3088283,False,0.151592785036,PrpR
b2416,2534065,False,-0.213584566364,PrpR
b3654,3828944,False,0.257897336918,PurR-1
b1849,1930880,False,0.231331506855,PurR-1
b2499,2621196,False,0.213581022865,PurR-1
b0523,553300,True,0.213149655044,PurR-1
b2557,2695743,True,0.196330902201,PurR-1
b0522,552794,True,0.191309786151,PurR-1
b4006,4207732,True,0.186282101326,PurR-1
b2476,2597818,True,0.176420591159,PurR-1
b4005,4206131,True,0.176279918416,PurR-1
b2313,2430963,True,0.158808118434,PurR-1
b4064,4278478,False,0.155569749802,PurR-1
b2312,2430438,True,0.153919032926,PurR-1
b2500,2622233,False,0.124898772583,PurR-1
b1131,1192186,True,0.0899509537665,PurR-1
b1623,1702232,False,-0.125582312473,PurR-1
b1660,1739910,False,-0.158401318795,PurR-1
b4245,4472595,True,0.393694976424,PurR-2
b4244,4471647,True,0.389773215682,PurR-2
b2497,2620360,True,0.213936574985,PurR-2
b0336,354921,False,0.182787862696,PurR-2
b0033,30816,False,0.155914500987,PurR-2
b0032,29650,False,0.147262420635,PurR-2
b4243,4471113,True,0.135931931988,PurR-2
b0337,356170,False,0.134901034799,PurR-2
b2498,2621072,True,0.115985094414,PurR-2
b0945,1004767,False,0.0964692909308,PurR-2
b1298,1361119,False,0.267038867183,PuuR
b1301,1364231,False,0.262847502695,PuuR
b1300,1362742,False,0.250745426737,PuuR
b1302,1365549,False,0.248672565911,PuuR
b1297,1361108,True,0.237088767618,PuuR
b1296,1359387,True,0.163090835314,PuuR
b1299,1361910,False,0.141966778441,PuuR
b4354,4591479,True,0.573561220269,Pyruvate
b3547,3712207,True,0.168620228549,Pyruvate
b2210,2306954,True,0.154917284912,Pyruvate
b1380,1443043,True,0.119144566328,Pyruvate
b0115,125694,False,0.0940597157866,Pyruvate
b4353,4589279,True,0.0930964225345,Pyruvate
b0114,123016,False,0.0901139901748,Pyruvate
b2296,2413469,False,0.0878762155531,Pyruvate
b3749,3933777,False,0.184097014329,RbsR
b3750,3935287,False,0.1692624525609999,RbsR
b3748,3933350,False,0.160515123403,RbsR
b3666,3847367,True,0.141688709847,RbsR
b3751,3936277,False,0.138473780845,RbsR
b3752,3937293,False,0.112043374786,RbsR
b2053,2128514,True,0.235840451494,RcsAB
b2052,2127390,True,0.207323104877,RcsAB
b2062,2137443,True,0.204149017001,RcsAB
b4026,4235905,False,0.199293685532,RcsAB
b2055,2129850,True,0.19929264258,RcsAB
b2060,2135852,True,0.187255672368,RcsAB
b2054,2129088,True,0.182069779698,RcsAB
b2061,2136298,True,0.175325937808,RcsAB
b2051,2126422,True,0.1748005703269999,RcsAB
b2059,2133597,True,0.1737613425959999,RcsAB
b1951,2023967,False,0.167001983106,RcsAB
b2056,2131078,True,0.158694216379,RcsAB
b2050,2125946,True,0.157314555361,RcsAB
b4027,4236261,False,0.15589619913,RcsAB
b2058,2132755,True,0.153807026163,RcsAB
b4028,4236896,False,0.151524191555,RcsAB
b2057,2132270,True,0.148315310228,RcsAB
b2048,2123179,True,0.138530455198,RcsAB
b2049,2124720,True,0.137732710544,RcsAB
b2047,2121754,True,0.137481462851,RcsAB
b2045,2118604,True,0.132804776471,RcsAB
b2046,2120358,True,0.1277934458239999,RcsAB
b2028,2099813,True,0.123776876611,RcsAB
b3563,3727948,True,0.0865497086348999,RcsAB
b2044,2117327,True,0.0811802720055,RcsAB
b4029,4237633,False,0.0703896995015,RcsAB
b0439,458887,False,-0.101757640162,RcsAB
b3357,3486119,False,-0.107399992932,RcsAB
b3686,3867097,True,0.222669352574,RpoH
b3687,3867622,True,0.2072247820900001,RpoH
b0014,12162,False,0.191624011862,RpoH
b4142,4370687,False,0.190992546964,RpoH
b0473,495119,False,0.183517785175,RpoH
b4143,4371024,False,0.177495491171,RpoH
b2592,2734373,True,0.167037095252,RpoH
b0015,14167,False,0.141166154395,RpoH
b1321,1384116,False,0.136780914297,RpoH
b4140,4368663,False,0.12165705339,RpoH
b3932,4122487,True,0.116192029441,RpoH
b3931,4121947,True,0.112191848923,RpoH
b1322,1385510,False,0.107605249044,RpoH
b0897,945757,True,0.147241062744,RpoS
b3555,3719477,False,0.140868777654,RpoS
b2672,2800145,False,0.131367017601,RpoS
b4149,4377922,True,0.118562192709,RpoS
b0871,911249,True,0.116617665505,RpoS
b0329,346483,False,0.113486548657,RpoS
b0790,824697,True,0.11265073853,RpoS
b1732,1813866,False,0.112033944851,RpoS
b1897,1982587,True,0.109722305841,RpoS
b2302,2420620,False,0.109213334012,RpoS
b4376,4611395,False,0.108870665675,RpoS
b1188,1237441,True,0.107438675019,RpoS
b1195,1244727,False,0.106979840364,RpoS
b0789,823939,True,0.106070322291,RpoS
b2266,2381227,True,0.104045537754,RpoS
b2465,2579635,False,0.10286535161,RpoS
b2464,2578665,False,0.10214005388,RpoS
b1051,1114381,True,0.0989748669821,RpoS
b1783,1866907,False,0.0973659828629,RpoS
b1836,1921779,False,0.0973202660698,RpoS
b2131,2219681,True,0.0957240530606,RpoS
b3447,3587023,True,0.094700556138,RpoS
b1784,1868954,False,0.093774011878,RpoS
b1896,1981812,True,0.0927472003145,RpoS
b4269,4496409,True,0.092482743132,RpoS
b2080,2165188,False,0.0924152903085,RpoS
b4411,4376552,False,0.0922945108034,RpoS
b1668,1747130,False,0.0906003133061,RpoS
b0707,739000,False,0.0900872910899,RpoS
b1004,1067908,True,0.0898041707057,RpoS
b3003,3149661,False,0.0869024919597999,RpoS
b3073,3219493,False,0.0858041402856,RpoS
b0581,607583,True,0.0841211454171999,RpoS
b3336,3466925,True,0.0838334138061,RpoS
b4568,4612127,False,0.0836423114613,RpoS
b1478,1554038,True,0.0836191725361999,RpoS
b2130,2218757,True,0.081436566342,RpoS
b0453,475378,False,0.0803527228418,RpoS
b2086,2168711,False,0.0786142488118999,RpoS
b1003,1067291,True,0.07759523649,RpoS
b3239,3386329,True,0.0769257067865,RpoS
b1197,1247576,True,0.0762538876626,RpoS
b1927,2006155,False,0.0759054858376,RpoS
b2097,2178764,True,0.0758672795997,RpoS
b2662,2792734,False,0.0758012770215,RpoS
b2661,2791272,False,0.0751044947585,RpoS
b2665,2796986,True,0.0707693514522,RpoS
b0788,822698,True,0.0707195293743,RpoS
b2543,2673345,False,0.0699811888121,RpoS
b3100,3250076,False,0.0695520542348999,RpoS
b1953,2024985,False,0.0690809040438,RpoS
b2660,2789981,False,0.0689528514978,RpoS
b0325,342883,False,0.0677917885291,RpoS
b4107,4325941,True,0.0669748708255,RpoS
b1341,1407995,True,0.0638648747078,RpoS
b2663,2794252,False,0.0637672745309999,RpoS
b1536,1624697,True,0.0628212489304,RpoS
b3588,3756711,True,0.062267925244,RpoS
b3098,3249374,False,0.0622399490546,RpoS
b0384,403280,False,0.0619605197375,RpoS
b3153,3298973,False,0.0613087680443,RpoS
b3097,3248968,False,0.0610442890372,RpoS
b1739,1822456,True,0.060169442179,RpoS
b2129,2217607,True,0.0598935998231,RpoS
b2659,2788984,False,0.059892884961,RpoS
b0837,878741,False,0.0595011237312,RpoS
b0456,476671,False,0.0594420543557,RpoS
b2128,2216676,True,0.0591958482386,RpoS
b3361,3491663,True,0.059157461144,RpoS
b1847,1930590,True,0.0590976166626,RpoS
b2112,2192996,True,0.0581106858806,RpoS
b3099,3249682,False,0.0577776004195,RpoS
b3524,3678550,True,0.0561296719286,RpoS
b1955,2025510,False,0.055872935274,RpoS
b1795,1879455,True,0.0553203815146,RpoS
b0753,785517,True,0.0527378843887,RpoS
b1428,1500649,True,0.0526300839668,RpoS
b2127,2214865,False,0.0525533289247,RpoS
b1285,1346942,True,0.0522057646337,RpoS
b1519,1607345,False,0.0519790984103,RpoS
b1258,1315970,True,0.0518753135055,RpoS
b1482,1556624,False,0.0516267617285,RpoS
b1449,1519026,False,0.0511370141974,RpoS
b3548,3713134,True,0.0500438907144,RpoS
b1454,1526246,False,0.0487032933942,RpoS
b2347,2465300,False,0.0484864285558,RpoS
b2137,2227470,True,0.0483674596889,RpoS
b1678,1758925,True,0.0477203745805,RpoS
b2602,2741359,False,0.0469512261653,RpoS
b0304,320201,True,0.0464322472433,RpoS
b0808,845680,True,0.0461371465963,RpoS
b4045,4259236,False,0.0450213342062,RpoS
b1462,1534051,True,0.0448430391638,RpoS
b1450,1520261,False,0.0447373150441,RpoS
b1646,1724855,True,0.0440817588771,RpoS
b0906,956761,False,0.0433829194793,RpoS
b4336,4567446,True,0.0425399099801,RpoS
b3102,3251023,False,0.0422781103597,RpoS
b1724,1807399,False,0.0421543366564,RpoS
b1725,1807795,False,0.0420968594231,RpoS
b2809,2943345,True,0.0418526387375,RpoS
b4039,4252505,False,0.0415515358406,RpoS
b0643,675017,False,0.0415455286439,RpoS
b1440,1511653,False,0.0408780467757,RpoS
b2535,2665434,False,0.0408633115143,RpoS
b3024,3169876,True,0.0402991288674,RpoS
b1161,1213307,True,-0.0433985619455,RpoS
b4062,4277583,True,0.395112383705,SoxS
b1463,1534023,False,0.20400193103,SoxS
b1611,1686788,True,0.191797749325,SoxS
b3924,4114672,True,0.170847739625,SoxS
b1378,1440984,True,0.151872693906,SoxS
b3908,4100809,False,0.1355318592919999,SoxS
b4380,4617265,True,0.130359325395,SoxS
b2159,2250839,False,0.117495735,SoxS
b2160,2251699,False,0.11333975531,SoxS
b0871,911249,True,0.107850901612,SoxS
b2962,3104092,False,0.10584429299,SoxS
b0447,468382,False,0.103780161333,SoxS
b0850,890912,False,0.102598080052,SoxS
b2237,2349672,True,0.101930134094,SoxS
b3898,4091125,True,0.0992023334936,SoxS
b4536,1908924,False,0.0978694763128,SoxS
b0449,470635,False,0.0949729094947,SoxS
b2963,3104432,False,0.0906377481899,SoxS
b0851,891183,False,0.0871355079554,SoxS
b0684,711665,True,0.0866291164782,SoxS
b1053,1115690,True,0.0837892619547,SoxS
b3519,3669591,False,0.082898409967,SoxS
b0448,468870,False,0.0821202711081,SoxS
b0389,406978,False,0.080002216371,SoxS
b3238,3385537,False,0.0788332550527,SoxS
b3662,3841939,True,0.0777087801533999,SoxS
b2468,2585725,True,0.0770163833963999,SoxS
b1852,1936514,True,0.0717218098366,SoxS
b1165,1216067,False,0.0690699143818,SoxS
b4379,4615743,True,0.0688389609728,SoxS
b2895,3039854,False,0.0684822261456999,SoxS
b0852,891966,False,0.067587158494,SoxS
b1277,1339360,True,0.0643980285245,SoxS
b2048,2123179,True,0.0626868577167,SoxS
b2898,3041312,False,0.0624698719664,SoxS
b0628,660416,True,0.0603762881946,SoxS
b0096,106556,False,0.0592022671124,SoxS
b1166,1216368,False,0.0580681144534,SoxS
b1580,1654115,True,-0.0937455201651,SoxS
b3961,4158489,False,-0.100687132595,SoxS
b1581,1655341,True,-0.100981669139,SoxS
b2704,2827361,False,0.307330502795,SrlR+GutM
b2702,2825831,False,0.29702596055,SrlR+GutM
b2703,2826391,False,0.257953788229,SrlR+GutM
b2705,2827736,False,0.243122452541,SrlR+GutM
b2706,2828620,False,0.195537234008,SrlR+GutM
b3993,4194404,True,0.306139715187,Thiamine
b3992,4193776,True,0.303973122488,Thiamine
b3994,4196299,True,0.301070947563,Thiamine
b3990,4192068,True,0.299779248726,Thiamine
b3991,4192835,True,0.285419091683,Thiamine
b4407,4193037,True,0.254969617727,Thiamine
b2104,2185501,True,0.216143408804,Thiamine
b2103,2184716,True,0.198186140063,Thiamine
b0068,75680,True,0.133901362704,Thiamine
b0067,74721,True,0.1271477524499999,Thiamine
b0066,73127,True,0.0903277200914,Thiamine
b1264,1323146,True,0.287468196068,Tryptophan
b1263,1321584,True,0.285675304076,Tryptophan
b3161,3306017,True,0.21771572184,Tryptophan
b1262,1319988,True,0.210272471372,Tryptophan
b1260,1317422,True,0.207305527353,Tryptophan
b1261,1318615,True,0.20428688862,Tryptophan
b2601,2741350,True,0.153980285137,Tryptophan
b2600,2740269,True,0.142925298999,Tryptophan
b1704,1788434,False,0.116169912629,Tryptophan
b3709,3890235,False,-0.154880484035,Tryptophan
b3708,3888729,False,-0.195421485372,Tryptophan
b3565,3730965,True,0.328028194275,XylR
b3566,3731130,False,0.315936035759,XylR
b4031,4242454,True,0.281806664124,XylR
b3567,3732200,False,0.261939894382,XylR
b3568,3733719,False,0.250200075386,XylR
b3564,3729571,True,0.248916765379,XylR
b0270,285394,False,0.203125194803,XylR
b3657,3836129,True,0.19144450192,XylR
b0271,286788,False,0.182795134012,XylR
b3656,3834737,True,0.160987379321,XylR
b3569,3734978,False,0.145470467802,XylR
b3563,3727948,True,0.123980964347,XylR
b3562,3727561,True,0.11678719963,XylR
b2736,2861429,False,0.339259417325,YgbI
b2738,2863592,False,0.323770132658,YgbI
b2737,2862334,False,0.301501262024,YgbI
b2739,2864235,False,0.266761664437,YgbI
b2740,2865100,False,0.210449377232,YgbI
b1800,1881911,False,0.196780234496,YgbI
b0509,536585,False,0.102335759013,YgbI
b0062,68537,True,-0.083323372833,YgbI
b2843,2984324,True,-0.0846488067944,YgbI
b3575,3742732,False,0.321455147439,YiaJ
b3576,3743742,False,0.315217920754,YiaJ
b3577,3744327,False,0.292586309008,YiaJ
b3579,3746093,False,0.266952638236,YiaJ
b3578,3744803,False,0.263042534125,YiaJ
b3581,3748576,False,0.231282082371,YiaJ
b3582,3749231,False,0.224734494477,YiaJ
b3580,3747083,False,0.190001082289,YiaJ
b3583,3750085,False,0.158732675682,YiaJ
b3574,3742732,True,-0.24844520279,YiaJ
b2141,2230623,False,0.264098560675,YieP
b0306,321607,False,0.237574774689,YieP
b2142,2231018,False,0.202428761614,YieP
b0308,323757,False,0.157886444645,YieP
b0307,322337,False,0.157379287624,YieP
b4116,4338129,True,0.137769460732,YieP
b4354,4591479,True,0.136131617956,YieP
b0447,468382,False,0.0980460447648,YieP
b2143,2231843,False,0.0937229318198,YieP
b1826,1908966,True,-0.124414015134,YieP
b3755,3941527,True,-0.348577238032,YieP
b1525,1614903,True,0.324029139365,YneJ
b1524,1613451,True,0.147053335873,YneJ
b1523,1612525,True,0.129723740896,YneJ
b0593,624884,False,-0.121427020587,YneJ
b1831,1915734,True,-0.297973731088,YneJ
b1973,2041374,False,0.5455235348040001,Zinc
b0296,312977,True,0.474160875695,Zinc
b1857,1942783,True,0.321215215013,Zinc
b4506,312714,True,0.228473588422,Zinc
b1178,1227672,True,0.213437393015,Zinc
b1856,1941835,True,0.1630961578309999,Zinc
b1974,2042367,False,0.158123637944,Zinc
